"age","job","marital","education","default","balance","housing","loan","previous","poutcome","P (y=no)","P (y=yes)","Prediction (y)","Prediction (y) (Confidence)"
39,"admin.","married","primary","no",0,"no","no",0,"unknown",1,0,"no",1
41,"management","married","secondary","no",71,"yes","no",0,"unknown",1,0,"no",1
32,"blue-collar","single","primary","no",1918,"yes","no",0,"unknown",1,0,"no",1
47,"entrepreneur","married","secondary","no",2192,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
36,"services","married","secondary","no",0,"no","no",0,"unknown",1,0,"no",1
41,"technician","married","secondary","no",112,"yes","no",1,"failure",1,0,"no",1
35,"admin.","married","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
51,"technician","single","secondary","no",17092,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
44,"services","married","secondary","no",163,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"technician","single","secondary","no",6164,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
31,"admin.","married","secondary","no",1246,"yes","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
58,"management","married","tertiary","no",16264,"no","no",0,"unknown",1,0,"no",1
36,"blue-collar","married","secondary","no",1797,"yes","yes",2,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
49,"management","married","tertiary","no",7007,"no","no",0,"unknown",1,0,"no",1
56,"management","married","primary","no",13,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
56,"management","divorced","tertiary","no",968,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
58,"admin.","married","secondary","no",2747,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
42,"entrepreneur","married","tertiary","no",373,"no","no",3,"failure",0.8199999928474426,0.18000000715255737,"no",0.8199999928474426
38,"management","married","secondary","no",3840,"yes","yes",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
46,"admin.","divorced","secondary","no",-637,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
38,"management","married","tertiary","no",425,"yes","no",1,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
40,"blue-collar","married","primary","no",69,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"management","married","primary","no",5310,"yes","no",0,"unknown",0.7699999809265137,0.23000000417232513,"no",0.7699999809265137
33,"admin.","married","tertiary","no",585,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"management","divorced","tertiary","no",3150,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
43,"self-employed","married","secondary","no",634,"yes","no",1,"failure",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
33,"blue-collar","married","secondary","no",0,"yes","no",1,"other",1,0,"no",1
46,"management","married","tertiary","no",9678,"yes","no",0,"unknown",1,0,"no",1
42,"unemployed","married","unknown","no",970,"yes","no",10,"success",0.6499999761581421,0.3499999940395355,"no",0.6499999761581421
52,"management","married","tertiary","no",0,"yes","no",0,"unknown",1,0,"no",1
55,"retired","married","secondary","no",1504,"yes","yes",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
50,"management","married","tertiary","no",830,"no","no",2,"failure",0.7699999809265137,0.23000000417232513,"no",0.7699999809265137
51,"self-employed","divorced","tertiary","no",1357,"yes","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
38,"management","single","tertiary","no",0,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
56,"management","married","tertiary","no",0,"no","no",0,"unknown",1,0,"no",1
38,"admin.","married","unknown","no",4583,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
44,"unemployed","married","secondary","no",0,"yes","no",2,"failure",0.5699999928474426,0.4300000071525574,"no",0.5699999928474426
45,"self-employed","married","tertiary","no",0,"yes","no",0,"unknown",1,0,"no",1
46,"entrepreneur","divorced","tertiary","no",567,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
56,"management","divorced","tertiary","no",722,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
53,"services","divorced","primary","no",200,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
37,"management","married","tertiary","no",785,"yes","no",0,"unknown",1,0,"no",1
44,"management","married","tertiary","no",226,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
36,"admin.","married","secondary","no",746,"yes","no",0,"unknown",1,0,"no",1
42,"technician","single","secondary","no",-15,"no","no",1,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
46,"management","married","tertiary","no",189,"yes","no",0,"unknown",1,0,"no",1
34,"admin.","single","secondary","no",601,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
42,"services","single","secondary","no",877,"no","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
55,"housemaid","married","primary","no",1563,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
48,"management","divorced","tertiary","no",1144,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
36,"technician","married","tertiary","no",99,"yes","yes",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
43,"admin.","married","secondary","no",2576,"yes","no",0,"unknown",1,0,"no",1
41,"unemployed","married","primary","no",557,"yes","no",1,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
46,"blue-collar","married","primary","no",2749,"yes","no",0,"unknown",1,0,"no",1
42,"admin.","single","secondary","no",1143,"yes","yes",0,"unknown",1,0,"no",1
41,"self-employed","married","secondary","yes",0,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
37,"management","single","tertiary","no",600,"yes","no",1,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
53,"admin.","married","secondary","no",350,"no","yes",2,"failure",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
59,"self-employed","married","tertiary","no",34247,"yes","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
55,"technician","married","tertiary","no",0,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"self-employed","married","secondary","no",248,"no","yes",3,"failure",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
49,"admin.","married","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
52,"technician","married","secondary","no",1818,"no","yes",4,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"management","married","secondary","no",242,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
35,"entrepreneur","single","tertiary","no",16,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"admin.","married","secondary","no",131,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"retired","married","secondary","no",38,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
35,"self-employed","married","tertiary","no",560,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
41,"management","married","tertiary","no",20,"yes","no",2,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
44,"services","married","secondary","no",3843,"yes","no",2,"other",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
56,"management","single","primary","no",109,"no","yes",18,"other",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
34,"management","single","tertiary","no",2347,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
48,"retired","married","secondary","no",264,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
59,"management","married","tertiary","no",3640,"no","no",0,"unknown",1,0,"no",1
58,"management","married","tertiary","no",1831,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
47,"technician","married","secondary","no",734,"yes","no",0,"unknown",1,0,"no",1
39,"self-employed","married","tertiary","no",5,"yes","no",1,"other",0.7300000190734863,0.27000001072883606,"no",0.7300000190734863
31,"technician","married","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
50,"management","married","tertiary","no",4654,"no","no",0,"unknown",1,0,"no",1
59,"admin.","married","secondary","no",2145,"no","no",0,"unknown",1,0,"no",1
41,"management","married","tertiary","no",653,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
30,"technician","single","secondary","no",163,"yes","no",0,"unknown",1,0,"no",1
49,"admin.","married","secondary","no",1058,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
56,"housemaid","married","primary","no",1168,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"retired","married","tertiary","no",2269,"no","no",1,"success",0.5099999904632568,0.49000000953674316,"no",0.5099999904632568
47,"management","married","secondary","no",0,"yes","yes",0,"unknown",1,0,"no",1
48,"management","divorced","tertiary","no",-478,"yes","no",6,"failure",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
50,"management","married","tertiary","no",463,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
50,"technician","married","secondary","no",2242,"no","no",0,"unknown",1,0,"no",1
38,"technician","single","secondary","no",1255,"yes","no",2,"failure",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
50,"technician","divorced","secondary","no",-403,"no","yes",2,"failure",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
52,"blue-collar","married","unknown","no",2171,"yes","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
49,"blue-collar","divorced","secondary","no",23,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
40,"housemaid","married","secondary","no",1029,"yes","yes",3,"failure",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
48,"management","married","secondary","no",-1157,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
34,"unemployed","single","secondary","no",0,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
38,"admin.","married","secondary","no",0,"no","no",8,"other",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
31,"self-employed","single","tertiary","no",917,"no","yes",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
51,"management","single","tertiary","no",2139,"no","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
34,"management","married","tertiary","no",815,"no","no",0,"unknown",1,0,"no",1
54,"admin.","married","unknown","no",217,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
51,"technician","married","secondary","no",856,"no","no",0,"unknown",1,0,"no",1
30,"technician","single","secondary","no",426,"yes","no",6,"failure",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
35,"admin.","married","secondary","no",216,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
50,"management","divorced","tertiary","no",299,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
56,"management","single","secondary","no",237,"yes","no",4,"failure",0.8700000047683716,0.12999999523162842,"no",0.8700000047683716
50,"admin.","divorced","tertiary","no",66,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
40,"admin.","married","secondary","no",1565,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
43,"services","divorced","secondary","no",1043,"yes","no",3,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
34,"self-employed","single","tertiary","no",876,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
35,"admin.","divorced","secondary","no",0,"yes","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
38,"unemployed","single","tertiary","no",324,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
56,"admin.","divorced","secondary","no",3337,"yes","no",0,"unknown",1,0,"no",1
44,"blue-collar","married","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
43,"management","married","tertiary","no",430,"no","no",0,"unknown",1,0,"no",1
58,"management","married","tertiary","no",1101,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"technician","divorced","secondary","no",453,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
48,"technician","married","tertiary","no",1036,"yes","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
40,"technician","married","secondary","no",1269,"yes","no",1,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
56,"services","married","secondary","no",1150,"no","yes",3,"failure",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
38,"services","married","secondary","no",18,"yes","yes",0,"unknown",1,0,"no",1
37,"management","married","secondary","no",121,"no","yes",2,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
58,"blue-collar","divorced","secondary","no",644,"no","yes",4,"failure",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
51,"services","divorced","secondary","no",12,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"entrepreneur","married","secondary","no",781,"no","yes",2,"failure",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
40,"management","single","secondary","no",10378,"yes","no",0,"unknown",1,0,"no",1
34,"blue-collar","married","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
50,"technician","married","secondary","no",0,"yes","no",2,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
46,"self-employed","married","tertiary","no",0,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
42,"technician","married","secondary","no",525,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
56,"self-employed","divorced","primary","no",97,"no","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
43,"blue-collar","married","primary","no",197,"yes","no",0,"unknown",1,0,"no",1
44,"technician","divorced","secondary","no",106,"yes","no",1,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
40,"blue-collar","single","secondary","no",406,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
48,"technician","married","secondary","no",42,"yes","yes",0,"unknown",1,0,"no",1
35,"management","married","tertiary","no",1485,"yes","no",0,"unknown",1,0,"no",1
40,"blue-collar","married","secondary","no",755,"no","no",1,"failure",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
42,"management","married","tertiary","no",981,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"self-employed","single","secondary","no",690,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
44,"housemaid","divorced","secondary","no",653,"no","no",0,"unknown",1,0,"no",1
40,"self-employed","married","tertiary","no",3059,"yes","yes",1,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
56,"management","married","secondary","no",0,"no","no",0,"unknown",1,0,"no",1
34,"blue-collar","married","primary","no",7673,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
32,"services","single","secondary","no",148,"yes","no",0,"unknown",1,0,"no",1
54,"technician","divorced","secondary","no",2868,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
57,"self-employed","married","tertiary","no",894,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
59,"self-employed","married","secondary","no",201,"no","no",0,"unknown",1,0,"no",1
45,"technician","married","secondary","no",2269,"yes","no",0,"unknown",1,0,"no",1
44,"management","married","tertiary","no",756,"yes","no",2,"failure",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
49,"blue-collar","married","secondary","no",2039,"yes","no",0,"unknown",1,0,"no",1
37,"blue-collar","married","secondary","no",723,"yes","no",2,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
37,"technician","married","secondary","no",195,"yes","no",2,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
42,"blue-collar","married","secondary","no",879,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
34,"technician","married","tertiary","no",7717,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
59,"blue-collar","married","primary","no",162,"no","no",0,"unknown",1,0,"no",1
55,"services","married","tertiary","no",606,"no","yes",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
37,"self-employed","single","secondary","no",133,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
35,"management","married","tertiary","no",1613,"yes","no",0,"unknown",1,0,"no",1
48,"management","married","tertiary","no",1741,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
41,"admin.","married","secondary","no",4320,"yes","no",2,"failure",0.8399999737739563,0.1599999964237213,"no",0.8399999737739563
35,"management","married","tertiary","no",618,"yes","no",0,"unknown",1,0,"no",1
34,"management","married","tertiary","no",65,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"blue-collar","married","primary","no",1461,"yes","no",2,"success",0.7799999713897705,0.2199999988079071,"no",0.7799999713897705
53,"entrepreneur","married","unknown","no",2496,"no","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
34,"management","married","tertiary","no",0,"yes","no",0,"unknown",1,0,"no",1
31,"management","married","tertiary","no",2,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
44,"technician","married","secondary","no",2126,"no","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
41,"technician","married","secondary","no",112,"yes","no",0,"unknown",1,0,"no",1
58,"management","married","tertiary","no",9339,"yes","no",3,"other",0.5899999737739563,0.4099999964237213,"no",0.5899999737739563
56,"technician","married","secondary","no",589,"yes","no",3,"success",0.27000001072883606,0.7300000190734863,"yes",0.7300000190734863
32,"admin.","single","tertiary","no",170,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
33,"admin.","married","tertiary","no",1636,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
51,"admin.","divorced","secondary","no",390,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"technician","married","secondary","no",476,"yes","yes",0,"unknown",1,0,"no",1
47,"technician","married","secondary","no",93,"no","yes",0,"unknown",1,0,"no",1
48,"self-employed","married","tertiary","no",16,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"technician","married","secondary","no",14,"yes","no",0,"unknown",1,0,"no",1
32,"admin.","married","tertiary","no",2831,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
50,"management","married","secondary","no",2717,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
48,"technician","married","secondary","no",6376,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"entrepreneur","divorced","secondary","no",36,"no","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
39,"admin.","single","tertiary","no",283,"yes","no",3,"other",0.8100000023841858,0.1899999976158142,"no",0.8100000023841858
47,"management","divorced","tertiary","no",428,"yes","no",1,"other",0.8500000238418579,0.15000000596046448,"no",0.8500000238418579
42,"entrepreneur","married","tertiary","no",257,"no","yes",0,"unknown",1,0,"no",1
42,"admin.","single","secondary","no",-247,"yes","yes",2,"success",0.5,0.5,"no",0.5
41,"admin.","married","secondary","no",16517,"no","no",0,"unknown",1,0,"no",1
44,"technician","married","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
35,"technician","married","tertiary","no",6,"yes","no",0,"unknown",1,0,"no",1
55,"blue-collar","married","secondary","no",1164,"no","no",0,"unknown",1,0,"no",1
35,"management","single","secondary","no",5260,"yes","no",2,"failure",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
47,"management","divorced","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
50,"management","married","secondary","no",13931,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
33,"technician","single","secondary","no",1769,"yes","no",1,"failure",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
52,"management","divorced","tertiary","no",-723,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
36,"admin.","divorced","secondary","no",454,"yes","no",1,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
50,"services","divorced","secondary","no",330,"yes","yes",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
57,"admin.","married","secondary","no",1509,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
31,"blue-collar","married","secondary","no",225,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"management","married","tertiary","no",1802,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
34,"management","married","tertiary","no",786,"yes","yes",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
41,"technician","married","secondary","no",1226,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
59,"entrepreneur","married","primary","no",222,"no","no",0,"unknown",1,0,"no",1
51,"blue-collar","married","primary","no",1194,"yes","no",3,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
48,"management","married","tertiary","no",363,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"blue-collar","single","secondary","no",91,"no","yes",2,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
30,"management","single","tertiary","no",414,"no","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
32,"entrepreneur","married","tertiary","no",0,"yes","yes",0,"unknown",1,0,"no",1
44,"entrepreneur","married","secondary","no",1442,"no","no",0,"unknown",1,0,"no",1
37,"blue-collar","married","primary","no",0,"no","no",0,"unknown",1,0,"no",1
37,"management","married","secondary","no",4056,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
49,"management","married","tertiary","yes",-24,"no","no",0,"unknown",1,0,"no",1
57,"unemployed","married","secondary","no",1681,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
31,"technician","single","secondary","no",1062,"no","no",0,"unknown",1,0,"no",1
35,"admin.","married","secondary","no",4463,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
34,"technician","single","secondary","no",2729,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
42,"blue-collar","married","secondary","no",1958,"yes","no",3,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
30,"technician","single","tertiary","no",3,"yes","no",1,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
36,"management","married","tertiary","no",8277,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
33,"admin.","divorced","secondary","no",661,"yes","no",2,"other",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
40,"management","married","tertiary","no",1217,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
35,"technician","single","secondary","no",7530,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
30,"technician","single","secondary","no",4787,"yes","no",2,"failure",1,0,"no",1
36,"technician","married","secondary","no",1345,"yes","no",3,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
50,"management","divorced","tertiary","no",0,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
43,"technician","married","secondary","no",764,"yes","no",5,"failure",0.8500000238418579,0.15000000596046448,"no",0.8500000238418579
34,"management","single","tertiary","no",1494,"yes","no",1,"other",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
31,"admin.","single","secondary","no",482,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
49,"management","married","tertiary","no",1050,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
30,"technician","single","secondary","yes",-305,"no","yes",6,"failure",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
53,"blue-collar","married","primary","no",53,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
36,"management","married","tertiary","no",51,"yes","no",0,"unknown",1,0,"no",1
30,"admin.","single","tertiary","no",371,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
44,"management","married","tertiary","no",318,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
34,"admin.","single","secondary","no",10,"no","yes",3,"failure",0.75,0.25,"no",0.75
35,"management","married","tertiary","no",1041,"no","no",3,"other",0.7799999713897705,0.2199999988079071,"no",0.7799999713897705
36,"admin.","single","secondary","no",1927,"yes","no",1,"other",0.7699999809265137,0.23000000417232513,"no",0.7699999809265137
51,"technician","divorced","secondary","no",131,"yes","no",0,"unknown",1,0,"no",1
45,"technician","divorced","secondary","no",5862,"yes","no",3,"other",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
49,"entrepreneur","divorced","tertiary","no",1342,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
58,"management","married","primary","no",1021,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"unemployed","divorced","secondary","no",728,"yes","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
33,"blue-collar","married","secondary","no",596,"yes","no",3,"failure",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
39,"technician","married","tertiary","no",4313,"yes","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
35,"technician","married","secondary","no",222,"yes","no",6,"failure",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
40,"technician","married","secondary","no",5811,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
52,"entrepreneur","married","tertiary","no",54,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
32,"entrepreneur","divorced","secondary","no",-934,"yes","no",0,"unknown",0.800000011920929,0.20000000298023224,"no",0.800000011920929
39,"admin.","married","secondary","no",3732,"yes","no",2,"failure",0.8299999833106995,0.17000000178813934,"no",0.8299999833106995
39,"self-employed","married","tertiary","no",585,"yes","no",3,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
31,"management","married","tertiary","no",0,"yes","no",0,"unknown",1,0,"no",1
58,"self-employed","married","tertiary","no",2596,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
57,"retired","single","tertiary","no",0,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
43,"management","married","secondary","no",2115,"yes","no",0,"unknown",1,0,"no",1
40,"blue-collar","divorced","secondary","no",701,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
31,"services","single","secondary","no",2038,"yes","no",1,"failure",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
51,"technician","married","tertiary","no",7338,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
